PAYOUT,NET_PREMIUM_AMOUNT,PIPE_PREMIUM_AMOUNT,RISK_SCORE
2037.13,411.786,177.06797999999998,11.504790420040935
237.52,470.844,202.46292,1.1731530889705633
0.0,78.432,33.72576,0.0
212.3,219.936,15.39552,13.78972584232296
990.0,132.618,14.58798,67.86409084739628
3026.17,449.592,193.32456,15.653313784860028
18422.99,176.56799999999998,75.92424,242.64964654239543
1258.04,566.568,243.62424,5.1638539744649385
1244.26,,,
3108.75,495.882,213.22926,14.57937808347691
0.0,246.834,17.27838,0.0
0.0,56.184,6.18024,0.0
279.99,349.254,150.17922000000002,1.8643724477993693
166.6,319.056,22.333920000000003,7.459505541346973
58.31,367.2,25.704,2.2685185185185186
345.1,235.08,16.4556,20.97158414156883
4555.92,213.624,91.85832,49.59724932918434
17294.94,795.6719999999999,342.13895999999994,50.549460955864255
3336.77,272.682,19.087740000000004,174.81220930293472
1657.43,203.166,14.22162,116.54298174188312
11508.58,455.112,195.69816,58.80780892370169
11508.58,455.112,195.69816,58.80780892370169
0.0,236.034,101.49462,0.0
7821.27,384.96,26.9472,290.24425543284644
1127.95,375.648,161.52864,6.982972183756392
2356.6,2298.642,988.41606,2.3842186457391232
2356.6,2298.642,988.41606,2.3842186457391232
1000.0,87.366,9.61026,104.05545739657408
2246.35,137.736,59.22648,37.92813619853823
2355.54,80.718,8.87898,265.293986471419
12235.35,330.654,142.18122,86.0546139637851
562.44,60.54,6.6594,84.45805928462025
0.0,1846.392,793.94856,0.0
0.0,1846.392,793.94856,0.0
63.83,69.24,7.6164,8.38059975841605
10347.92,213.252,91.69836,112.84738353008711
2516.74,282.558,19.77906,127.24264954957412
0.0,376.02,161.6886,0.0
0.0,912.162,392.22966,0.0
535.2,86.85,37.3455,14.331043900871595
10184.07,1169.244,502.77492,20.255723972866427
244.14,162.97799999999998,70.08053999999998,3.483706033087074
10010.85,162.468,69.86124,143.29619686109208
3548.75,113.52,48.8136,72.70002622220036
0.0,301.224,129.52632,0.0
0.0,301.224,129.52632,0.0
698.45,2706.936,1163.98248,0.6000519870367808
698.45,2706.936,1163.98248,0.6000519870367808
698.45,2706.936,1163.98248,0.6000519870367808
698.45,2706.936,1163.98248,0.6000519870367808
0.0,92.898,10.21878,0.0
610.35,361.104,155.27472,3.930775080450958
826.46,358.104,153.98471999999998,5.367155910014969
429.73,233.994,100.61742,4.27093042139224
1054.04,479.124,206.02332,5.116119864489127
2894.42,163.08,70.12440000000001,41.27550467454979
1687.08,284.058,122.14494,13.812115344278691
0.0,358.14,154.00019999999998,0.0
2686.22,533.79,229.5297,11.703147784360803
2257.41,211.56,90.9708,24.814665804851664
11947.73,438.6,188.598,63.35024761662372
362.21,71.69399999999999,7.886339999999999,45.92878318713117
480.0,147.018,16.17198,29.680966709085716
830.0,76.446,8.40906,98.70306550315968
1107.89,390.096,167.74127999999996,6.60475465550281
1982.23,390.096,167.74127999999996,11.817186562544416
5963.72,281.736,121.14648,49.22734857834912
5109.0,244.62,105.18659999999998,48.57082556143084
9.7,133.95,42.864,0.2262971257932064
1771.61,333.72,143.49960000000002,12.345748698951075
1638.94,2110.44,907.4892,1.8060159834409049
3534.26,83.80199999999999,9.21822,383.3993981484496
3000.0,709.632,305.14176,9.83149602335649
4211.77,168.216,72.33288,58.2275999517785
2471.79,233.724,100.50132,24.59460233955136
12471.76,1286.826,553.33518,22.539250079852145
12706.85,,,
1692.4,1356.9599999999998,583.4927999999999,2.9004642388046613
1692.4,1356.9599999999998,583.4927999999999,2.9004642388046613
4135.11,438.63,30.7041,134.67615074208328
367.81,313.122,134.64246,2.7317534156758576
0.0,275.544,118.48392,0.0
333.2,148.608,63.90144,5.214279991186427
11361.31,1668.186,717.31998,15.838552273421966
1103.37,316.464,136.07952,8.108273750524692
1020.47,119.166,13.10826,77.8493865699948
0.0,,,
10224.08,281.736,121.14648,84.39436292329748
721.48,1044.384,449.08512,1.6065551225567216
300.0,183.408,58.69056,5.111554566867312
89.0,43.788,4.816680000000001,18.47745750184774
450.0,134.712,14.818319999999998,30.367814974976923
453.35,529.11,227.5173,1.992595727885308
276.98,270.23999999999995,116.20319999999998,2.383583240392692
2112.37,248.85,107.0055,19.740760988921128
0.0,1472.514,633.18102,0.0
0.0,1472.514,633.18102,0.0
17893.92,,,
3318.0,190.614,20.96754,158.2446009403106
3535.5,138.99,15.288900000000002,231.24619822223963
900.0,29.328,3.22608,278.97634280613005
1249.2,432.174,185.83482,6.722098689578197
1170.24,1738.512,747.56016,1.5654124746294666
83.3,150.042,64.51806,1.2911113570370838
2053.36,,,
4830.81,,,
0.0,262.104,18.34728,0.0
5007.14,1436.556,617.71908,8.105852906470043
3059.25,471.198,202.61514,15.098822328874338
3059.25,471.198,202.61514,15.098822328874338
0.0,295.68,127.1424,0.0
1487.9,247.182,106.28826,13.998723847770204
3013.59,306.762,131.90766,22.846209234550894
1572.94,142.56,61.3008,25.659371492704825
755.35,659.742,283.68906,2.6625982686819154
596.96,,,
298.33,340.56,146.4408,2.037205478254694
298.33,340.56,146.4408,2.037205478254694
1199.39,52.986,5.82846,205.7816301390076
0.0,265.806,18.60642,0.0
3833.63,325.08,139.7844,27.425306400428088
3833.63,325.08,139.7844,27.425306400428088
973.61,115.584,49.70112,19.58929698163744
1069.33,521.478,36.50346,29.293935424203625
1134.37,750.99,52.569300000000005,21.57856391468024
927.19,160.5,17.655,52.517133956386296
0.0,748.638,321.91434,0.0
2556.46,321.54,22.5078,113.58106967362426
815.21,265.056,113.97408,7.152591185645018
773.98,696.9599999999999,299.6928,2.582577893095864
773.98,696.9599999999999,299.6928,2.582577893095864
3750.97,130.74,56.2182,66.72163107321116
98.0,80.89800000000001,8.89878,11.012745567369908
533.74,916.938,394.28334,1.3536965574046318
533.74,916.938,394.28334,1.3536965574046318
0.0,190.11,81.74730000000001,0.0
0.0,,,
1427.75,734.136,315.67848,4.522798006376615
693.98,4067.172,1748.88396,0.3968130624286817
693.98,4067.172,1748.88396,0.3968130624286817
1338.26,,,
1450.0,168.45,18.5295,78.25359561779865
5812.05,684.054,294.14322,19.759251972559493
42.99,60.48,6.6528,6.461940836940837
5753.19,219.216,94.26288,61.03346301322429
1045.44,154.79999999999998,66.564,15.705786911844244
0.0,685.62,294.8166,0.0
1600.0,70.482,7.75302,206.37119470864252
1446.82,258.87,111.3141,12.997634621310327
141.61,647.952,278.61936,0.5082561384104824
3173.06,,,
0.0,,,
9556.15,,,
727.55,631.2539999999999,271.43922,2.680342214363864
35679.68,,,
424.83,309.222,132.96545999999998,3.195040275873148
292.65,931.098,400.37214,0.7309449653514852
727.37,678.168,291.61224,2.494305451650452
0.0,216.69,93.17669999999998,0.0
1535.34,208.68,89.7324,17.110207684180963
327.25,463.836,199.44948,1.6407663735197509
0.0,123.864,8.67048,0.0
1239.89,453.972,195.20796,6.351636480397624
5847.41,335.922,144.44645999999997,40.48150435808535
1706.46,3220.14,1384.6602,1.232403444541845
1050.71,816.054,350.90322,2.994301391705668
906.28,514.122,221.07246,4.09947037274566
906.28,514.122,221.07246,4.09947037274566
458.15,392.046,168.57978,2.717704341528978
6907.71,238.104,102.38472,67.46817298518764
479.5,,,
1433.86,489.996,210.69828,6.805276246203813
1433.86,489.996,210.69828,6.805276246203813
983.18,134.38799999999998,14.782679999999996,66.50891448641248
4426.15,,,
333.2,2105.16,905.2188,0.368087803744244
9410.25,392.046,168.57978,55.82075145666936
236.22,113.46,36.3072,6.506147540983606
194.45,541.89,233.0127,0.8345038703898972
10333.13,314.37,135.1791,76.44029291510299
0.0,749.4719999999999,322.27296,0.0
26566.28,,,
14798.03,,,
0.0,,,
0.0,199.824,85.92432000000001,0.0
118.35,217.2,93.396,1.2671848901451883
5620.36,733.05,315.2115,17.8304408309976
5620.36,733.05,315.2115,17.8304408309976
3541.44,750.534,52.537380000000006,67.40800550008393
0.0,746.7900000000001,321.1197,0.0
2778.47,1340.676,576.49068,4.819626919207089
0.0,123.732,53.20476,0.0
0.0,5242.632,2254.33176,0.0
3683.5,318.336,136.88447999999997,26.909551762186634
1206.3,178.308,76.67244,15.733163050504196
0.0,13.872,1.52592,0.0
2885.89,575.88,247.6284,11.654115602249176
345.1,1480.896,636.78528,0.5419409192373292
6780.62,128.772,55.37196,122.45584227107008
2875.6,570.4079999999999,245.27543999999995,11.723962252396737
677.44,154.506,66.43758,10.196638709597792
262.66,560.892,39.262440000000005,6.689854221999448
1606.0,282.726,19.79082,81.14873461534187
1889.86,489.786,210.60798,8.973354191042525
4273.15,250.572,107.74596,39.65949164126432
1250.0,519.0899999999999,223.2087,5.600140137906812
327.25,263.448,18.44136,17.745437429777414
4318.41,537.174,230.98482,18.695644155317225
9661.84,413.652,177.87036,54.31956173023993
0.0,67.83,7.4613,0.0
3377.89,,,
333.2,335.922,144.44645999999997,2.306737042915417
0.0,,,
1651.69,1833.462,788.38866,2.0950199867156893
1651.69,1833.462,788.38866,2.0950199867156893
365.33,351.138,24.57966,14.863102256093043
865.02,369.6,158.92799999999997,5.442842041679252
2514.78,183.348,78.83963999999999,31.89740592422797
333.2,2196.078,944.31354,0.3528489065189089
5315.96,213.366,91.74738,57.94127309139508
16.12,194.496,83.63328,0.1927462369047345
8897.62,99.912,42.96216,207.10364655780808
6582.74,2334.504,1003.83672,6.557580400127224
1962.95,143.57399999999998,61.73682,31.79545042974355
2154.06,445.5,191.565,11.244538407329104
6835.96,,,
8473.01,220.446,94.79178,89.38549313031152
3756.22,,,
4987.9,2207.982,949.43226,5.25356069110186
5893.94,212.094,14.84658,396.9897444394601
302.26,665.838,286.31034,1.0557075933757754
1314.76,171.12599999999998,73.58417999999999,17.867427482374612
947.64,670.77,288.4311,3.285498685821328
0.0,200.718,86.30874,0.0
5155.33,335.922,144.44645999999997,35.690248137614454
3771.27,572.5559999999999,246.19907999999995,15.317969506628542
0.0,311.154,133.79622,0.0
0.0,199.224,85.66632000000001,0.0
3220.53,124.75199999999998,13.722719999999995,234.6859806219176
4699.84,142.578,61.30854,76.6588145795023
6995.58,190.32,81.8376,85.48124578433385
0.0,465.678,200.24154,0.0
7087.64,632.1840000000001,271.83912000000004,26.07292136613744
7881.96,245.97,105.7671,74.52185036745833
548.59,304.518,130.94274,4.189541168910931
2500.0,110.856,35.47392,70.47430901349499
0.0,341.94,23.9358,0.0
456.96,1157.856,497.87808,0.9178150602653564
456.96,1157.856,497.87808,0.9178150602653564
13906.72,587.664,252.69552,55.033504353381495
4888.61,376.08,161.71439999999998,30.229899130813337
1002.58,202.566,87.10338,11.510230716649572
17890.88,,,
17890.88,,,
90.08,69.69,7.6659,11.750740291420447
333.2,742.6619999999999,51.98634,6.4093760014650005
5451.18,597.792,257.05056,21.206645105149743
0.0,58.578,6.44358,0.0
0.0,342.51,23.975700000000003,0.0
1080.47,58.734,6.46074,167.2362608617589
990.8,346.398,24.247860000000003,40.86133786651688
597.86,452.976,31.708320000000004,18.85498821760345
800.0,452.976,31.708320000000004,25.2299711873729
0.0,,,
500.0,52.242,5.74662,87.00766711562623
63093.4,388.032,166.85376,378.1359197419345
12541.3,659.784,283.70712,44.20509432403389
5241.76,,,
23359.72,2911.608,1251.99144,18.658050888910232
23359.72,2911.608,1251.99144,18.658050888910232
462.85,,,
0.0,494.73,212.7339,0.0
0.0,,,
0.0,1223.7,526.191,0.0
0.0,,,
0.0,105.18,45.2274,0.0
809.2,40.71,4.4781,180.7016368549162
119.46,,,
4955.23,142.578,61.30854,80.82446589007012
0.0,523.332,225.03276,0.0
0.0,64.842,7.13262,0.0
0.0,983.556,422.92908,0.0
6503.61,604.47,259.9221,25.02138140619824
5444.79,398.184,171.21911999999998,31.800128396875305
3801.11,260.544,18.23808,208.41612713618977
347.48,260.544,18.23808,19.05244411692459
0.0,117.966,12.976260000000002,0.0
1504.35,53.99399999999999,5.93934,253.28571861519967
2932.56,272.976,117.37968,24.983540592375103
1500.0,38.952,4.28472,350.08121884277153
2096.4,106.914,11.76054,178.25712084649174
822.41,200.34,86.1462,9.546677624782056
665.22,48.558,5.34138,124.5408489940802
4853.62,317.652,136.59036,35.53413286267054
4714.48,470.574,202.34682,23.299007120546797
1649.69,694.068,298.44924,5.5275396244936
1712.14,212.808,91.50744,18.71039119879214
1827.25,83.34,9.1674,199.3204180029234
0.0,4113.648,1768.86864,0.0
827.56,598.968,257.55624,3.213123471595951
827.56,598.968,257.55624,3.213123471595951
448.0,76.25999999999999,8.388599999999999,53.40581265050188
3079.96,555.612,238.91316,12.89154603287655
4482.69,134.232,57.71976,77.66300483577893
9737.36,534.24,229.7232,42.38736009249393
1000.0,543.2579999999999,233.60093999999995,4.280804691967422
58.31,329.112,141.51816,0.412031925796661
0.0,,,
0.0,39.468,4.34148,0.0
0.0,48.936,5.38296,0.0
710.01,366.6,157.63799999999998,4.504053591139193
14093.03,839.208,360.85944,39.05407047131703
14093.03,839.208,360.85944,39.05407047131703
0.0,240.09,16.8063,0.0
1368.16,49.536,5.4489600000000005,251.0864458538877
395.68,,,
2140.31,2686.002,1154.98086,1.8531129598112996
0.0,54.74399999999999,6.021839999999999,0.0
1600.0,154.074,16.948140000000002,94.40563979292122
2465.42,237.996,16.659720000000004,147.98688093197242
3605.88,1278.222,549.63546,6.560493749802824
2380.39,233.484,100.39812,23.709507707913257
0.0,441.294,189.75642,0.0
1977.85,115.248,49.55664,39.91089791398287
322.91,152.88,65.7384,4.912045319022064
691.39,281.922,121.22646,5.703292828974797
215.91,335.16,144.11880000000002,1.4981390352958806
703.5,143.994,15.83934,44.41472940160386
0.0,126.36,13.899599999999998,0.0
842.0,305.502,131.36586,6.409580084201481
0.0,127.59,40.8288,0.0
743.32,22.92,2.5212000000000003,294.8278597493257
151.73,500.532,215.22876,0.7049708412574601
750.6,86.14800000000001,9.47628,79.20829692664209
0.0,224.304,96.45072,0.0
0.0,428.064,184.06752,0.0
6233.99,60.384,4.22688,1474.8443296237413
7525.32,509.478,219.07554,34.35034326515868
12613.74,3767.184,1619.88912,7.786792221926893
0.0,111.864,12.305039999999998,0.0
3689.0,465.804,200.29572,18.41776748899078
12526.78,381.936,164.23247999999998,76.27468086702461
791.68,144.648,62.19864,12.728252579156072
9234.05,333.91799999999995,23.37426,395.0520786540408
13325.35,441.69,30.9183,430.9858562728222
357.49,1915.596,823.7062799999999,0.4340017900555524
750.0,64.884,7.13724,105.08263698572556
17924.22,292.26,125.6718,142.62722424601225
5517.77,,,
661.57,88.872,9.77592,67.67342613278342
2367.99,497.976,214.12968,11.058672482955188
2367.99,497.976,214.12968,11.058672482955188
0.0,453.936,195.19248,0.0
0.0,203.28,87.4104,0.0
0.0,355.104,24.857280000000003,0.0
0.0,59.436,6.53796,0.0
30.0,40.662,4.47282,6.707178021919058
5830.47,199.098,85.61214,68.10330871299328
405.07,193.29,83.1147,4.8736264463446295
3711.81,498.096,214.18128,17.3302260589721
0.0,155.61,17.1171,0.0
687.91,386.232,166.07976000000002,4.142045966347735
0.0,70.21199999999999,7.723319999999998,0.0
0.0,224.07,96.3501,0.0
1514.02,3078.24,1323.6432,1.1438278835263158
1514.02,3078.24,1323.6432,1.1438278835263158
1514.02,3078.24,1323.6432,1.1438278835263158
0.0,97.392,10.71312,0.0
920.0,89.244,9.81684,93.71651162695936
0.0,163.464,70.28952,0.0
2000.0,349.758,150.39594,13.298231321935951
0.0,536.256,230.59008,0.0
258.95,176.56199999999998,75.92165999999999,3.410752609992985
1504.0,,,
321.74,287.496,123.62328,2.602584238179088
0.0,127.59,40.8288,0.0
414.09,820.848,352.96464,1.1731770071925618
1811.42,610.644,42.74508,42.37727476472146
1893.14,636.2099999999999,273.5703,6.9201225425420825
4700.99,245.796,105.69228,44.4780829782459
4543.63,426.306,183.31158,24.78637737997785
6113.81,350.44800000000004,150.69264,40.571390878811336
348.0,315.954,135.86022,2.561456179005157
3824.8,530.85,228.2655,16.755926760723806
3824.8,530.85,228.2655,16.755926760723806
14101.13,1829.52,786.6935999999998,17.924551566200616
0.0,96.636,10.62996,0.0
5329.8,370.44,159.2892,33.459895586141435
5329.8,370.44,159.2892,33.459895586141435
6546.43,45.78,5.035799999999999,1299.978156400175
0.0,399.84,171.9312,0.0
0.0,,,
2126.09,,,
218.05,,,
695.33,320.322,22.42254,31.010313728953097
0.0,165.61799999999997,52.99775999999999,0.0
0.0,161.064,69.25752,0.0
0.0,57.15,6.2865,0.0
65230.33,231.588,16.21116,4023.791634898428
11712.78,214.356,92.17308,127.07376166663846
1318.52,492.9359999999999,34.50552,38.21185711735398
0.0,72.12599999999999,23.08032,0.0
2551.14,476.178,33.332460000000005,76.5362052485775
17743.1,1691.016,727.13688,24.401320422641746
17743.1,1691.016,727.13688,24.401320422641746
2314.91,559.776,240.70368,9.617260525472648
1030.42,1744.548,750.15564,1.3736082821426232
1030.42,1744.548,750.15564,1.3736082821426232
28538.25,272.892,117.34356,243.20252427998605
1456.29,811.638,349.00434,4.17269882661058
0.0,254.304,17.80128,0.0
0.0,410.358,176.45394,0.0
3450.61,258.588,111.19284,31.03266361395212
1530.8,3068.724,1319.5513199999998,1.1600912952745182
1110.58,216.978,93.30053999999998,11.903253721789822
11166.6,,,
5712.98,155.574,66.89682,85.39987401493822
0.0,197.904,85.09871999999999,0.0
4504.29,1106.772,475.91196,9.464544660739351
9579.25,151.41,65.1063,147.13245876359122
3543.5,83.016,9.13176,388.0412976249924
10175.96,111.71999999999998,48.03959999999999,211.8244115271568
0.0,636.636,273.75348,0.0
0.0,283.386,121.85598,0.0
0.0,243.684,104.78412,0.0
0.0,243.684,104.78412,0.0
0.0,,,
0.0,179.928,77.36904,0.0
769.81,209.844,90.23292,8.531365271122779
0.0,64.932,7.14252,0.0
4775.64,1088.004,467.84172,10.20781130849126
0.0,435.99,187.4757,0.0
1839.86,439.92,30.794400000000003,59.74657729976878
333.2,243.582,17.05074,19.541673851105585
0.0,108.672,11.95392,0.0
4326.41,,,
4156.73,268.482,115.44726,36.0054452569944
453.51,179.928,77.36904,5.861646984375145
0.0,93.294,10.26234,0.0
535.5,1014.798,436.36313999999993,1.2271888959273691
0.0,256.248,17.93736,0.0
1041887.0,123410.94,53066.70419999999,19.656468509306823
0.0,309.852,21.68964,0.0
1865.11,41.60999999999999,4.577099999999999,407.48727360118863
0.0,168.16799999999998,72.31223999999999,0.0
0.0,246.024,105.79032,0.0
0.0,309.942,133.27506,0.0
0.0,125.4,13.794,0.0
0.0,99.24,10.9164,0.0
0.0,342.87600000000003,147.43668000000002,0.0
1024.83,227.352,97.76136,10.482976096077223
1234.33,374.226,26.19582,47.11934957561931
0.0,291.492,125.34156,0.0
0.0,80.25,8.8275,0.0
2599.05,2331.348,1002.47964,2.5926212326865814
2599.05,2331.348,1002.47964,2.5926212326865814
0.0,356.826,153.43518,0.0
0.0,292.842,20.49894,0.0
